ePortRxDataGroup_0, ePortRxDataGroup_1, ePortRxDataGroup_2, ePortRxDataGroup_3, ePortRxDataGroup_4, ePortRxDataGroup_5, ePortRxDataGroup_6, ePortRxDataGroup_7, ePortRxDataGroup_8, ePortRxDataGroup_9, ePortRxDataGroup_10, ePortRxDataGroup_11
63312000, 0, 80150556, 557056, 0, 426014, 0, 69206046, 54525995, 60817408, 540672, 0
0, 69206016, 50335001, 425984, 528384, 29, 77599522, 0, 0, 412964, 0, 56627712
0, 4096, 3738, 3456, 67682304, 0, 480256, 50331648, 60821153, 0, 3968, 0
88080384, 560896, 540700, 3840, 0, 62918177, 27, 0, 0, 57150592, 0, 0
0, 0, 31, 60817408, 557056, 655360, 0, 0, 0, 478848, 0, 0
0, 0, 425984, 65011742, 65015710, 59310114, 29, 4096, 0, 638976, 5158, 55168155
0, 0, 31, 60817408, 557056, 655360, 0, 0, 0, 478848, 0, 0
50331677, 60817408, 55066624, 50757632, 52891552, 63443456, 78073984, 0, 4132, 540672, 6181, 98566144
0, 62914560, 0, 56627840, 58723584, 442368, 0, 3328, 397603, 31, 90181888, 88083632
32, 58724224, 53154332, 0, 4251, 77987840, 69995548, 54525990, 83886080, 59211776, 4992, 0
50728064, 54525977, 0, 3363, 507904, 3584, 0, 393216, 0, 0, 44, 75501339
0, 56623129, 30, 507904, 677919, 561185, 59282585, 29, 0, 37, 0, 78140288
4864, 54525952, 0, 0, 425984, 0, 29, 4992, 0, 0, 0, 61243432
409600, 577664, 0, 0, 475177, 54525986, 0, 88080384, 63569952, 81788928, 0, 54525952
84282777, 393216, 79691776, 409600, 53002266, 92274718, 3355, 393216, 593664, 622592, 0, 65014912
4888, 0, 507904, 33, 58720256, 0, 52431872, 0, 0, 56626944, 589824, 0
0, 0, 0, 0, 36, 0, 0, 524288, 0, 0, 0, 67108891
409600, 0, 83886080, 65683456, 69206016, 29, 0, 67111936, 409628, 0, 0, 31
50331648, 4123, 3495, 69206016, 73404416, 67113890, 69206016, 0, 409600, 49, 622623, 524325
50335901, 88084889, 0, 5248, 90177536, 63455232, 65014936, 0, 54525952, 4480, 0, 0
0, 0, 0, 29, 0, 442399, 393216, 3968, 0, 60820608, 88083968, 0
0, 622592, 0, 0, 560282, 52920320, 58720256, 0, 60820992, 50331648, 54529177, 58720256
0, 0, 0, 0, 0, 3226, 59326464, 52428800, 79691776, 5541, 3712, 3584
442368, 491548, 0, 0, 67731488, 622592, 0, 71303168, 0, 84349351, 117443996, 73961119
3200, 409600, 0, 5376, 3584, 0, 0, 0, 63340544, 0, 33, 38
54529280, 396800, 54525952, 58720256, 71729184, 6144, 69206048, 56623104, 576512, 0, 475136, 62914560
52428824, 69717120, 0, 461952, 5020, 4646, 61472768, 3072, 76251175, 0, 4505, 63553536
425984, 0, 50331690, 0, 475136, 496943, 409600, 73400347, 76267520, 606208, 56623104, 0
0, 0, 0, 0, 84344832, 3584, 65404967, 73400320, 0, 4224, 78004256, 655387
67747866, 0, 52428840, 0, 75497472, 0, 0, 62914586, 507904, 42, 0, 511488
3072, 0, 0, 0, 52432930, 63389696, 80106496, 0, 3481, 54525980, 25, 540706
0, 2944, 50724892, 50987008, 0, 39, 0, 84463488, 53005440, 4352, 0, 63373341
62914592, 65011712, 84443136, 61341720, 658983, 507904, 75894656, 0, 4012, 409625, 58726441, 100663296
88084763, 0, 29, 25, 79695517, 544768, 0, 33, 0, 3584, 84350107, 540710
0, 56623104, 0, 3200, 67108914, 409600, 0, 62918400, 393216, 50757632, 54984704, 0
33, 0, 50744359, 0, 0, 25, 3712, 511521, 84279296, 446080, 67108864, 540672
0, 0, 30, 3200, 0, 57491456, 0, 3480, 67518464, 540672, 3752, 3200
0, 67633152, 0, 0, 0, 71745536, 29, 461824, 606237, 0, 71729152, 75497472
65571885, 0, 3866, 0, 121634848, 3968, 0, 0, 0, 54525976, 0, 83886080
0, 39, 71303168, 507904, 528256, 0, 82449536, 79696665, 0, 446336, 28, 79695394
50724864, 0, 4096, 429568, 111706112, 3359, 31, 73400360, 81793408, 0, 56623104, 77594624
0, 577536, 24, 475136, 54530432, 544669, 0, 691968, 3712, 47, 4224, 58720289
4096, 84512664, 85983257, 638976, 0, 0, 397090, 0, 0, 3200, 56627378, 0
3584, 0, 655390, 5019, 55050270, 83886080, 61295872, 78008358, 0, 540672, 76044202, 557056
3072, 65011743, 0, 2944, 0, 71717276, 0, 26, 52428800, 4224, 430208, 67113766
0, 53039360, 75923456, 63409443, 83886080, 3328, 67108893, 0, 430080, 36, 77594650, 46
30, 65536000, 429874, 52428824, 675072, 41, 69618816, 0, 57281829, 102764701, 26, 71306402
0, 65441536, 0, 60821376, 3200, 0, 84512664, 67108864, 0, 0, 32, 39
0, 0, 409600, 0, 0, 0, 0, 0, 0, 0, 63442716, 76288160
55053696, 0, 0, 0, 62914588, 0, 4224, 0, 65011712, 0, 524288, 67108864
0, 65011712, 0, 3200, 0, 29, 60817408, 26, 0, 42, 3840, 94371840
50331648, 28, 0, 54525952, 430492, 507904, 67108864, 560128, 409600, 39, 25, 56623104
65575578, 54525952, 3609, 0, 126292480, 577280, 67616768, 0, 0, 69615651, 0, 86638625
0, 0, 58723456, 0, 430592, 0, 426009, 0, 0, 96468992, 52432256, 71303168
85986560, 0, 3456, 0, 26, 409600, 0, 71876608, 0, 593152, 0, 540699
409600, 8604, 48664064, 55119488, 96980897, 32, 62919846, 60821632, 0, 71307825, 96882078, 78207010
88571904, 0, 29, 4608, 0, 414208, 67735833, 67112192, 58720285, 3712, 80253568, 573440
78250014, 573465, 0, 458752, 88592896, 81788953, 50331648, 3584, 30, 413223, 0, 85987584
71945728, 0, 0, 0, 65536026, 413985, 0, 3497, 3745, 0, 52428800, 3621
0, 0, 27, 78053376, 425984, 0, 0, 0, 0, 540672, 0, 75502336
0, 540672, 0, 29, 0, 4096, 0, 5155, 0, 69206016, 0, 0
0, 0, 0, 24, 0, 69206047, 0, 5017, 5632, 0, 0, 3328
463385, 0, 34, 0, 0, 57396736, 96944128, 27, 0, 0, 0, 491557
0, 0, 442368, 59117469, 0, 0, 409600, 0, 0, 0, 0, 0
0, 27, 0, 3200, 0, 0, 0, 0, 50331680, 71958528, 69206016, 73400346
5632, 30, 0, 0, 594458, 59277312, 52953088, 0, 409624, 0, 71307008, 0
0, 0, 593572, 425984, 56623141, 52428800, 63376669, 67600384, 90619931, 54525977, 86723712, 3584
442395, 0, 1064960, 0, 3741, 426010, 3328, 62918400, 491545, 524288, 73404544, 6272
0, 48234496, 0, 0, 77599522, 63389696, 80221312, 0, 593433, 60817408, 83886080, 3228
28, 3712, 475136, 480768, 409627, 52432155, 52989216, 0, 425984, 0, 0, 430208
50336896, 0, 58720256, 3456, 29, 0, 0, 0, 26, 98566144, 4382, 573440
3328, 527872, 60817408, 3328, 57229312, 80183296, 0, 0, 573440, 65736704, 413696, 77594652
0, 69615639, 54525986, 63488000, 3456, 3354, 425984, 0, 77594624, 577568, 4480, 77598592
491548, 0, 638976, 63, 429593, 3968, 5504, 0, 52428834, 55083008, 0, 79691810
0, 409624, 511232, 0, 4269, 35, 69210267, 3584, 524288, 0, 606248, 688164
0, 0, 50334878, 69206016, 86625690, 5504, 75497472, 4508, 50331673, 396569, 442394, 82234880
5120, 67108864, 125829120, 0, 4224, 3617, 75501312, 3712, 33, 0, 54935552, 409600
0, 3356, 639006, 83886106, 73846656, 92738097, 425984, 0, 659200, 80153897, 429338, 4384
0, 0, 88637440, 61423616, 60817441, 62914560, 96960512, 0, 50331648, 429696, 4004, 3968
0, 3584, 0, 524288, 90701852, 67108864, 62914560, 3200, 0, 547111, 26, 86507560
0, 3712, 0, 0, 0, 52907392, 60817408, 36, 0, 29, 3363, 63344128
393216, 0, 0, 0, 0, 54529313, 0, 0, 0, 594217, 88088098, 76255104
0, 0, 3328, 0, 5120, 52428800, 3712, 540672, 0, 0, 491520, 0
3712, 60817408, 27, 4480, 557056, 0, 3840, 28, 62914560, 426011, 4096, 3328
0, 0, 545536, 0, 527777, 61280411, 0, 0, 425984, 3584, 35, 56628391
62914587, 62914560, 0, 0, 0, 642688, 0, 0, 3200, 0, 25, 0
426019, 26, 0, 31, 65011712, 35, 59165952, 0, 0, 0, 589824, 28
409625, 409624, 0, 0, 3328, 0, 58724096, 0, 65011712, 446720, 409625, 57212960
69211426, 868352, 29, 48796160, 62918144, 409600, 32, 102760448, 0, 446464, 0, 425984
0, 4888, 32, 425984, 540709, 60817408, 71306880, 4480, 540672, 0, 409641, 3712
50331648, 0, 0, 0, 32, 0, 0, 0, 2990, 57196544, 59137408, 0
0, 4736, 510976, 0, 0, 0, 30, 0, 30, 0, 82268320, 81793068
0, 544128, 688153, 0, 4252, 69845021, 0, 54531456, 491520, 4511, 524288, 29
2944, 0, 0, 50331648, 409600, 0, 540672, 32, 0, 458752, 0, 0
71303203, 53051392, 56623104, 0, 63442202, 73400350, 442368, 393216, 0, 3584, 52433056, 42
50336896, 71683456, 57163776, 27, 0, 54919168, 75988992, 0, 52428800, 0, 0, 75497472
491520, 0, 409600, 0, 429952, 62914590, 85983232, 560768, 4224, 0, 0, 609664
0, 50331648, 0, 409623, 544896, 4352, 442368, 475136, 0, 50937885, 56623104, 0
0, 50331713, 3200, 50741248, 0, 58720256, 78155520, 393216, 491520, 0, 3584, 56623142
3456, 396416, 50331648, 50331648, 69635229, 6144, 67108896, 58723328, 475136, 0, 458752, 0
0, 0, 50331648, 67113512, 425984, 73990144, 507904, 50331648, 75501696, 5888, 31, 594589
0, 0, 0, 117964849, 0, 0, 30, 409600, 557088, 873472, 0, 432162
4120, 88621056, 0, 4096, 3840, 29, 0, 37, 0, 0, 507939, 63324205
67682304, 0, 54525952, 425984, 0, 54525952, 0, 573466, 0, 0, 0, 3481
393216, 5376, 24, 24, 67633152, 56623136, 35, 0, 560640, 27, 42, 88080409
50331648, 0, 34, 65486848, 0, 62914560, 0, 0, 4352, 0, 69619884, 72007711
86466432, 3584, 0, 80248859, 26, 55332895, 50774016, 63455232, 593920, 0, 4896, 414848
0, 0, 0, 0, 0, 3968, 88575872, 458752, 59260954, 52428800, 34, 115347456
50855936, 3840, 33, 0, 60817408, 79691776, 62914560, 25, 0, 3840, 3328, 3228
67518488, 0, 638976, 3482, 55070720, 5282, 50925856, 0, 540672, 4096, 29, 58720256
3328, 4096, 0, 0, 0, 56623137, 0, 0, 3328, 77594624, 60817438, 475163
52428800, 6179, 69784104, 53149696, 73400320, 393216, 4736, 3712, 71303168, 0, 0, 409633
50806784, 0, 54919168, 65519616, 31, 491554, 63379328, 60822528, 50331648, 0, 79695488, 88083712
29, 0, 393253, 67534848, 642721, 595200, 50741276, 3230, 442394, 4125, 77597851, 3456
3456, 442368, 3328, 0, 425984, 71303195, 0, 0, 0, 524288, 57118848, 69210624
0, 3612, 393216, 0, 54525952, 67780608, 77597824, 4480, 0, 54525952, 4736, 73400320
0, 557056, 50335872, 0, 458752, 53002240, 0, 25, 50806784, 0, 3200, 5120
528384, 3249, 65470500, 84331811, 92966272, 67671081, 28, 52428800, 675072, 52428800, 69632032, 106954784
4096, 0, 0, 0, 447146, 41, 688128, 3737, 0, 54529792, 4641, 92770585
48238208, 0, 458752, 2944, 62919040, 63406110, 29, 430464, 0, 38, 464041, 57282720
0, 86380576, 0, 50331648, 475168, 0, 0, 63373312, 37, 0, 0, 0
50741278, 62914560, 62914588, 0, 0, 0, 0, 82313257, 57163800, 458752, 69763072, 61243426
524315, 0, 1064960, 0, 462241, 409600, 3328, 60821120, 491520, 478336, 73404544, 6272
50331648, 65011712, 62914588, 0, 0, 409600, 54529408, 82280488, 50872320, 475136, 65568768, 61243426
0, 0, 0, 0, 626176, 758563, 4352, 446890, 81788957, 0, 52989597, 57037056
36, 48861056, 0, 40, 0, 62914589, 33, 67108864, 2974, 33, 0, 0
0, 90557991, 0, 62914560, 458752, 54525952, 58720280, 442395, 26, 5376, 27, 0
50331677, 0, 0, 0, 3200, 0, 609664, 120049821, 4864, 0, 0, 56623135
32, 0, 0, 29, 69730304, 56623104, 56623104, 5504, 0, 0, 524288, 58724224
0, 0, 34, 65014784, 557056, 83886080, 0, 0, 0, 50843648, 52428800, 0
0, 0, 4127, 81788928, 92278439, 545920, 76024960, 3456, 80347136, 28, 3355, 655417
0, 475136, 56626560, 69648384, 30, 3584, 79691776, 393216, 528300, 58720293, 409600, 62917930
0, 65017120, 62917794, 50335360, 81793024, 0, 463400, 0, 56623104, 54525952, 35, 0
0, 96468992, 28, 540672, 62918047, 442368, 0, 642432, 40, 4224, 28, 32
0, 917504, 67108893, 0, 671772, 546048, 3491, 49, 524325, 0, 40, 0
475136, 25, 5248, 3866, 511899, 67783720, 0, 50336420, 4224, 62914560, 4608, 0
0, 0, 52428800, 59260928, 475136, 0, 3456, 527772, 442368, 71303168, 0, 4608
58725406, 79691776, 0, 625694, 81788954, 0, 507931, 56623104, 0, 507904, 33, 69206016
0, 36, 60822784, 0, 0, 0, 529536, 0, 0, 0, 0, 655390
4480, 409626, 429824, 0, 0, 5120, 0, 0, 475175, 33, 0, 3622
67108864, 0, 56627072, 58720282, 84688930, 0, 88080384, 50334976, 52428826, 53104640, 53251360, 478746
65011712, 0, 3968, 0, 90177563, 442395, 4096, 73403392, 75501184, 50806813, 71306921, 3712
0, 3744, 0, 26, 71847328, 80482338, 458752, 3072, 33, 0, 0, 58723712
4252, 71876608, 478336, 397217, 65601571, 67633185, 0, 0, 0, 3328, 0, 58720256
3364, 0, 65475102, 86556699, 3741, 0, 0, 52940160, 38, 67108903, 1048610, 68046376
32, 71303168, 58720256, 0, 33, 0, 0, 475136, 0, 32, 65011712, 0
65011735, 53067776, 67111969, 0, 491520, 56623129, 0, 0, 26, 50335232, 52433055, 48
50331648, 737280, 524288, 3456, 0, 3482, 491520, 0, 409600, 4767, 25, 60817436
0, 507904, 838912, 0, 84612141, 83886080, 0, 55017472, 560128, 0, 3584, 0
0, 0, 4096, 0, 3584, 4736, 589824, 52432796, 25, 4224, 54529024, 61358080
0, 25, 65503232, 0, 51, 26, 50336288, 37, 524288, 62917888, 35, 409639
409600, 32, 0, 0, 65014942, 790144, 458752, 3200, 30, 442368, 0, 75502720
50331648, 0, 609536, 0, 69206016, 5411, 52953140, 0, 442368, 5248, 25, 0
4096, 0, 0, 0, 447145, 41, 688128, 3737, 24, 54525952, 4513, 92754201
0, 56623104, 52428800, 0, 52953114, 0, 32, 3617, 0, 527548, 0, 0
412672, 0, 62914560, 475136, 3200, 36, 0, 26, 54956032, 6272, 507929, 0
540672, 52428800, 0, 3200, 0, 3968, 458752, 35, 34, 540672, 462336, 0
3328, 73404032, 25, 415360, 57065472, 0, 458752, 3865, 4608, 4902, 71831460, 0
0, 475136, 0, 0, 557056, 52428825, 4096, 50331648, 0, 0, 52428800, 92884352
76240925, 5248, 0, 71700480, 0, 0, 32, 100663296, 426016, 29, 524314, 27
69632027, 54525952, 71942144, 458752, 0, 446240, 30, 445696, 524288, 3712, 29, 3968
63389696, 27, 31, 75497501, 54525952, 25, 52433024, 4608, 393216, 0, 0, 6272
0, 380828, 0, 409625, 60817408, 69615616, 53166080, 25, 71303168, 0, 0, 58723968
4096, 84512664, 85983257, 638976, 0, 0, 397090, 0, 0, 3200, 56627378, 0
0, 397952, 510976, 3328, 0, 0, 30, 0, 31, 0, 84414624, 83890219
0, 0, 54526014, 96469027, 720931, 102760448, 0, 27, 59118874, 85983232, 52428826, 60817408
573440, 34, 448128, 0, 27, 3738, 3968, 3712, 0, 0, 0, 77594624
0, 3456, 0, 6016, 562458, 0, 69209600, 0, 3712, 69210368, 0, 5534
56627456, 0, 113836072, 62914560, 54971904, 52428800, 0, 540700, 3968, 0, 0, 0
475164, 524288, 655360, 0, 426012, 4224, 5632, 50331648, 52428837, 52985856, 524288, 81788966
52428800, 0, 688154, 0, 32, 589851, 85983264, 54968320, 73891864, 0, 71827481, 60817408
0, 0, 0, 0, 3996, 3584, 4640, 3456, 0, 88542464, 52871208, 62914560
409600, 0, 88539136, 0, 30, 57102976, 409600, 0, 28, 4254, 0, 26
0, 5376, 0, 27, 67633178, 54525984, 4003, 0, 50908544, 26, 42, 88083584
3360, 381978, 67551232, 409600, 0, 34, 60821922, 425984, 73400320, 0, 69206016, 54525952
0, 3234, 0, 3456, 491520, 458752, 0, 36, 495232, 593920, 40, 5120
0, 0, 0, 0, 34, 409631, 0, 0, 56623104, 708480, 32, 0
78076700, 3745, 73400320, 27, 80317696, 83886080, 69206016, 71303168, 54525993, 524288, 4648, 88080414
3997, 461952, 397952, 720896, 57152167, 67108891, 75894694, 4640, 0, 99209245, 3489, 69206016
0, 0, 0, 3584, 76054528, 446248, 71308288, 60817408, 56623153, 3490, 65014784, 77594664
0, 31, 0, 27, 101338368, 0, 54525952, 4608, 0, 3200, 561581, 611200
393216, 50774016, 0, 3712, 0, 52432384, 0, 491520, 0, 4224, 0, 431232
52428800, 458752, 3072, 29, 30, 58720256, 62917760, 73879296, 3101, 92274688, 65016448, 63471616
0, 0, 626432, 0, 606240, 67518464, 397485, 720896, 71860269, 0, 75988992, 589824
75943327, 71307944, 58720256, 0, 540672, 0, 73400345, 69206016, 62914560, 3456, 67112873, 753705
25, 507904, 0, 2968, 4736, 4382, 89214236, 495232, 524317, 3328, 83886127, 704545
52431898, 3584, 3456, 62917504, 0, 0, 71308064, 0, 0, 544547, 4388, 67113389
0, 60820992, 25, 0, 63373344, 26, 58720256, 0, 0, 0, 65016448, 626081
63324160, 69206049, 3584, 393242, 0, 75497514, 73400320, 540707, 60817438, 3355, 88691763, 73962909
577828, 0, 3736, 0, 82399645, 0, 594723, 88084257, 4864, 65011740, 708352, 4224
85986560, 0, 3456, 0, 26, 0, 55214080, 71860224, 0, 412800, 0, 524314
28, 24, 3200, 48, 577823, 409600, 24, 4891, 425984, 3456, 73404190, 102760479
527360, 0, 28, 67108864, 511104, 0, 69206016, 67606528, 0, 82395174, 67108864, 118095872
0, 0, 0, 0, 61341722, 0, 557056, 0, 507904, 627200, 30, 507904
52428800, 0, 0, 4608, 52433316, 0, 80166912, 0, 28, 73400320, 507904, 56627328
26, 37, 0, 0, 56623143, 71811072, 0, 4096, 0, 573440, 0, 3360
0, 737280, 4765, 67633181, 65654300, 53100574, 0, 50331648, 54525952, 3754, 25, 524288
704512, 3200, 0, 2944, 5120, 60817438, 4864, 573440, 50331675, 0, 442404, 4519
0, 0, 3328, 69782656, 57233792, 101274624, 513321, 71307008, 393243, 67108864, 32, 60817436
80363552, 0, 60817408, 3741, 52432512, 409600, 0, 540672, 35, 67108864, 81794048, 475164
0, 0, 44, 50331648, 0, 52428800, 0, 3840, 29, 59134080, 544000, 429184
104857600, 0, 28, 27, 29, 0, 3361, 0, 65015808, 398848, 88080409, 540715
0, 92934442, 0, 25, 59359264, 4256, 0, 0, 494976, 52428849, 50893865, 82448256
0, 0, 61427584, 0, 606240, 71712768, 397482, 720896, 71860269, 0, 76038144, 491520
65552384, 50331648, 409600, 69746713, 26, 53235744, 71712768, 84415616, 545024, 50331648, 62919841, 5248
0, 0, 0, 4123, 3357, 71303168, 71745536, 27, 32, 52428834, 67113119, 426010
3357, 3200, 52428800, 606208, 69828608, 4224, 73924608, 0, 0, 0, 479134, 83886105
557082, 4122, 0, 54531616, 576810, 545408, 58723968, 0, 3712, 0, 540705, 447152
0, 2944, 0, 0, 69206016, 3612, 56623104, 52428825, 65011712, 56623129, 4352, 56623104
458752, 22, 0, 50893210, 26, 3200, 393216, 0, 52428800, 430239, 62919168, 30
491557, 442368, 0, 32, 56626842, 28, 4127, 0, 0, 4736, 479616, 43
999449, 0, 3352, 67567616, 34, 52, 69210112, 73400347, 3328, 0, 0, 26
0, 4224, 69206016, 0, 84525056, 71303168, 71303168, 67108864, 54525992, 475136, 4651, 83886080
50331648, 0, 24, 0, 26, 0, 0, 0, 46, 573440, 59137441, 73400320
62914587, 0, 0, 0, 0, 642816, 0, 0, 3200, 0, 29, 0
0, 0, 56623141, 0, 57363743, 491552, 56623104, 60820642, 4529, 50, 90592154, 63459712
0, 0, 0, 0, 426015, 688128, 79691776, 29, 3712, 0, 393216, 69206016
0, 0, 32, 62914560, 557056, 60821504, 527523, 0, 0, 52925056, 60817408, 0
4224, 524288, 69206040, 52854784, 54525984, 446494, 65011712, 65421342, 58720282, 409632, 3328, 0
0, 0, 3200, 26, 59244544, 29, 30, 0, 3867, 0, 69206060, 57278498
0, 78086184, 0, 0, 52428800, 3748, 0, 29, 0, 3456, 0, 4224
3200, 3200, 25, 60817408, 53100544, 61230976, 58720256, 52428800, 578944, 65011712, 4513, 73406080
393216, 30, 0, 0, 69894144, 393216, 29, 0, 0, 0, 0, 58720292
3352, 409600, 507904, 0, 56627328, 88604712, 78233644, 63307803, 57053350, 107429888, 3738, 57147392
50331648, 445696, 431128, 0, 593831, 69206056, 65424552, 5290, 52953088, 99225856, 594176, 79691776
491557, 442368, 0, 0, 58723866, 29, 4126, 0, 0, 4736, 479616, 56623147
524312, 75497494, 41, 688128, 29, 60817408, 0, 57085568, 409600, 36, 81788959, 74137644
26, 4480, 4096, 0, 458752, 773760, 3200, 0, 0, 0, 0, 92274717
65011747, 0, 0, 393216, 4390, 65589529, 34, 0, 393247, 491520, 4642, 688167
52428800, 3072, 0, 0, 5120, 589864, 99113728, 0, 0, 27, 73826304, 31
491550, 3584, 393216, 52428800, 409600, 507904, 0, 0, 61361792, 4736, 75497472, 4516
90177570, 0, 524314, 0, 88719360, 4776, 0, 757274, 67108864, 3354, 524288, 3840
495744, 704512, 50331675, 98566144, 36, 54530176, 0, 0, 50331648, 0, 557056, 5149
3456, 48234496, 0, 69209088, 0, 3743, 0, 65536000, 73404800, 0, 0, 3998
33, 0, 0, 86425625, 58720287, 409629, 58723456, 507939, 3840, 524288, 54530944, 35
0, 0, 540672, 0, 576667, 42, 52428800, 557056, 430848, 4224, 34, 3456
0, 3456, 0, 6016, 562458, 0, 69209600, 0, 3712, 69210368, 0, 5534
0, 491520, 0, 528667, 0, 0, 54525952, 0, 3968, 0, 71876608, 573471
4120, 55214104, 524288, 3498, 62914588, 4004, 442368, 27, 655360, 4352, 426009, 69210666
0, 540699, 69861376, 67108864, 34, 0, 0, 409600, 0, 589852, 0, 67878945
71303168, 0, 56626176, 0, 82251937, 0, 84279296, 73403520, 54525978, 4224, 80105122, 593440
0, 3865, 3239, 69206016, 4263, 5025, 67108889, 0, 0, 29, 639004, 524325
458752, 0, 24, 5156, 0, 0, 0, 0, 4096, 60821416, 0, 5760
130023424, 3840, 56623128, 0, 0, 71303168, 0, 67108864, 40, 0, 442368, 0
85986560, 445824, 0, 73400320, 0, 425984, 77991040, 625664, 0, 32, 4736, 76120098
0, 0, 69206016, 0, 73400320, 0, 0, 0, 442368, 25, 56623104, 495232
606208, 429440, 26, 67108864, 69632000, 0, 540672, 57065472, 63406105, 59134848, 413726, 27
0, 0, 4352, 425984, 429725, 4992, 61489152, 0, 475172, 540698, 0, 4224
429466, 0, 83890176, 524320, 0, 0, 442395, 55087015, 4224, 409600, 0, 0
79691776, 48234496, 0, 50331648, 32, 81788928, 3200, 409600, 475136, 678656, 57118080, 60822016
0, 0, 57039005, 3328, 4992, 25, 606238, 0, 0, 0, 458752, 60817434
6656, 65011712, 458779, 25, 0, 0, 0, 0, 36, 55021184, 3738, 88080384
50806784, 3456, 511403, 80138779, 52428826, 5888, 557087, 0, 109051943, 409600, 102766875, 458752
540696, 524321, 54529408, 2944, 6690, 447488, 86671392, 5504, 65536000, 3328, 594075, 75497472
54525980, 0, 80219648, 28, 67108864, 529408, 0, 393216, 31, 50744990, 4224, 97047040
52428800, 478208, 3072, 0, 425984, 0, 0, 71733120, 36, 50763049, 88083840, 63455264
0, 4352, 65011712, 0, 107499520, 85988480, 52428800, 0, 0, 4224, 0, 71306496
65011712, 0, 0, 56623104, 57081856, 0, 0, 589824, 4096, 57135139, 69206016, 69206016
0, 0, 4352, 425984, 60821661, 0, 50331648, 409600, 0, 27, 0, 606208
393216, 0, 0, 58720256, 0, 71303195, 36, 34, 0, 3456, 79691776, 4637
62914587, 24, 0, 0, 67682304, 4096, 0, 65011712, 0, 3624, 0, 71717545
56623104, 5120, 458752, 0, 65506816, 0, 26, 69206044, 0, 0, 56626304, 507936
0, 0, 3840, 0, 107552170, 62918784, 3456, 3200, 3225, 58720256, 62914560, 67108864
458791, 409600, 30, 52428835, 100668672, 73403545, 58720256, 78138527, 414748, 4480, 3712, 0
393216, 23, 0, 393216, 73405568, 576896, 0, 29, 25, 0, 3968, 75497472
409600, 0, 59233952, 3200, 63327648, 71843840, 29, 594200, 57098274, 529664, 88526336, 71303168
52428800, 393216, 60817448, 561536, 589849, 132120576, 0, 0, 0, 56627840, 4000, 622625
426011, 62914560, 27, 0, 5149, 0, 76009600, 0, 79691808, 5248, 62918912, 507930
67108864, 0, 425984, 69992474, 3328, 0, 0, 71303230, 0, 36, 85986464, 4224
0, 529824, 69697536, 557056, 5120, 430120, 27, 54525952, 3328, 528512, 52428835, 28
0, 0, 0, 0, 0, 82280448, 0, 524320, 0, 6272, 0, 0
475164, 528000, 429312, 83886080, 71303196, 77598720, 5504, 56623104, 32, 671744, 524315, 71303203
3200, 409600, 0, 5376, 3584, 0, 0, 0, 63340544, 0, 33, 38
3328, 0, 50761516, 0, 740506, 409629, 30, 58720256, 677273, 52432512, 59268138, 75956258
3328, 527872, 50335488, 3328, 57229312, 78086144, 0, 0, 606234, 65736192, 77599104, 77594650
69206016, 3200, 65486848, 0, 78254884, 57081856, 0, 0, 32, 61246899, 88085017, 67851549
5248, 0, 0, 6169, 4096, 4263, 59129856, 446208, 4096, 5286, 57151104, 445724
56626944, 528768, 96469018, 65474432, 94371874, 3200, 58720256, 0, 0, 5280, 63455257, 806562
0, 3480, 0, 475136, 90181760, 393216, 69206016, 625920, 544802, 431360, 27, 62914560
69206016, 50331648, 0, 52432283, 35, 88560128, 4992, 63422464, 606235, 0, 69, 73990144
4352, 562048, 35, 53054627, 27, 62914560, 58724224, 4122, 4096, 0, 36, 47
0, 24, 56623104, 3328, 511744, 0, 442368, 0, 26, 0, 0, 823841
60817408, 458752, 83893544, 3248, 63705507, 573477, 103323136, 3072, 73400320, 712889, 69996189, 103684409
50335232, 0, 0, 0, 56626816, 545536, 413440, 507930, 50331688, 35, 65011712, 626816
0, 54525952, 82247713, 85983232, 0, 495657, 26, 0, 54525952, 0, 0, 3328
50855936, 3840, 38, 0, 60817408, 0, 60817408, 26, 0, 3840, 25, 3227
50331648, 0, 622592, 0, 54968364, 59129856, 0, 0, 0, 0, 71306752, 3369
3328, 0, 4764, 0, 5146, 524288, 52887552, 3328, 0, 67600413, 491552, 90177577
54530176, 655360, 462752, 54939136, 540672, 78057728, 65011745, 72155170, 393249, 71303168, 0, 52435200
0, 60817408, 35, 595072, 78074020, 393216, 101089306, 524288, 545664, 0, 4352, 5159
3840, 3456, 54529280, 3226, 71876608, 28, 0, 478848, 0, 491520, 0, 56623104
3328, 527872, 60817408, 3328, 57229312, 80183296, 0, 0, 573440, 65736704, 413696, 77594652
0, 0, 25, 96468992, 65437696, 0, 43, 0, 25, 475136, 29, 96473123
0, 56623129, 30, 507904, 677919, 561185, 59282585, 29, 0, 37, 0, 78140288
0, 30, 50331648, 0, 0, 52822016, 0, 0, 0, 458752, 0, 573471
54939008, 0, 28, 0, 65015296, 622592, 81788928, 0, 0, 57032745, 0, 0
560411, 393216, 922752, 52428800, 78151707, 88706176, 58720298, 3072, 67633152, 65016064, 725044, 86641955
0, 71303200, 50331673, 0, 34, 85988385, 413952, 0, 0, 3840, 28, 429440
0, 3328, 52, 4096, 34, 27, 39, 67108864, 60817408, 573469, 28, 67108903
