ePortRxDataGroup_0, ePortRxDataGroup_1, ePortRxDataGroup_2, ePortRxDataGroup_3, ePortRxDataGroup_4, ePortRxDataGroup_5, ePortRxDataGroup_6, ePortRxDataGroup_7, ePortRxDataGroup_8, ePortRxDataGroup_9, ePortRxDataGroup_10, ePortRxDataGroup_11
50337304, 688152, 393216, 3498, 100668446, 26, 0, 0, 65683456, 62918528, 425984, 60821927
409634, 67616768, 0, 396416, 475168, 67649536, 3328, 0, 0, 0, 0, 478756
56623104, 73831424, 0, 409600, 67112704, 0, 0, 24, 0, 0, 57081884, 32
26, 589848, 430251, 458790, 88674816, 83886105, 73400320, 61362304, 28, 3240, 0, 88084608
3840, 28, 0, 69210658, 52428800, 0, 5632, 54529152, 37, 58723968, 3328, 26
0, 26, 0, 396288, 0, 0, 0, 0, 50331681, 80347136, 75497472, 73400349
33, 23, 0, 0, 79695488, 73957403, 83886108, 0, 3616, 92766236, 3629, 69211426
0, 445440, 67600409, 0, 52887552, 4517, 58720256, 0, 3328, 0, 71307936, 75907115
48763904, 655360, 27, 69730304, 3200, 0, 0, 73946112, 62914560, 4608, 393216, 75497472
85983232, 0, 0, 409600, 447135, 102760475, 55021723, 50937881, 6144, 524317, 639008, 75501481
52428800, 0, 0, 0, 32, 606248, 59248640, 0, 0, 28, 71729152, 32
50335104, 4124, 593792, 0, 445568, 56626432, 40, 69206016, 65011712, 0, 775070, 57347882
102764288, 50888737, 86376476, 0, 4480, 90177536, 90177569, 52985883, 5248, 3998, 67534895, 3840
3456, 0, 0, 3200, 5376, 67108864, 0, 0, 409600, 57049088, 69210396, 73400320
0, 0, 0, 50331648, 3328, 0, 5760, 58720256, 495616, 507904, 0, 0
3072, 0, 0, 52, 71303168, 3584, 0, 0, 622592, 3456, 59277312, 409663
0, 50331713, 4096, 409600, 0, 58720256, 78155264, 393216, 0, 0, 3584, 54525990
50331648, 0, 34, 65486848, 0, 62914560, 0, 0, 4352, 0, 69619884, 72007711
0, 96468992, 33, 0, 60821545, 446336, 0, 475136, 54525989, 3867, 0, 75497504
0, 3072, 0, 0, 0, 3226, 0, 0, 0, 491520, 0, 0
3200, 393216, 0, 0, 3584, 0, 71303168, 57038976, 0, 50970665, 31, 63324190
58729507, 65818496, 88670235, 69686449, 507904, 60817408, 57229354, 24, 26, 409636, 442368, 758816
413346, 69713920, 0, 464544, 507938, 69206016, 3328, 0, 3749, 425984, 3328, 511516
393216, 0, 3242, 58720283, 442368, 442368, 0, 0, 73400350, 0, 71303168, 458752
67518488, 0, 638976, 27, 0, 5279, 479135, 0, 540672, 3840, 28, 0
80068608, 622592, 29, 0, 475136, 3584, 0, 3712, 0, 43, 491520, 409600
61472768, 414464, 61259776, 409627, 0, 6272, 415872, 0, 30, 0, 53100544, 0
0, 48234496, 56623104, 6272, 62919040, 57102105, 52428800, 429184, 0, 4640, 88085760, 475167
0, 54529536, 0, 3840, 54529818, 0, 442368, 3456, 3200, 4224, 0, 31
0, 60817408, 0, 3072, 3328, 59572224, 0, 3354, 65011712, 540672, 3752, 0
557056, 78069786, 0, 0, 57098240, 0, 30, 35, 0, 0, 30, 69211776
97227008, 0, 3840, 0, 65011712, 27, 4608, 446848, 0, 32, 655391, 80117787
71306880, 0, 55066624, 409600, 524288, 90177536, 33, 75989026, 28, 28, 54525982, 540702
0, 3098, 58720284, 92274718, 52887580, 57168000, 67112320, 0, 56627456, 540672, 3235, 413994
3482, 3230, 79695779, 65011744, 69209472, 507931, 73404544, 4135, 4352, 30, 5668, 78266404
24, 511104, 0, 409600, 475162, 0, 53035008, 25, 76267560, 0, 430336, 61407232
69812250, 0, 445696, 24, 55197696, 0, 0, 0, 33, 3226, 29, 73405440
577830, 0, 25, 3482, 82383775, 0, 52854813, 83886111, 393249, 62914594, 67816832, 426010
0, 54529536, 0, 3840, 54529818, 0, 442368, 3456, 3200, 4224, 0, 31
61495858, 48709632, 73941021, 82382336, 65536000, 676769, 409631, 4406, 63442688, 3200, 67117440, 475136
0, 0, 557056, 0, 61325347, 0, 557056, 3224, 393216, 594560, 3226, 0
24, 69206016, 60820608, 393216, 512000, 0, 78058395, 425984, 0, 396964, 0, 56627584
0, 56626481, 475136, 3200, 65015843, 573473, 55017472, 0, 62917632, 60817408, 413094, 429356
4608, 73400352, 85986468, 737280, 35, 88084128, 0, 0, 81788954, 3584, 86458396, 60820608
409600, 737280, 4765, 67633181, 65654428, 53100574, 0, 50331648, 54525952, 3754, 26, 524288
0, 0, 425984, 0, 425984, 33, 0, 0, 0, 58723353, 71308032, 4902
62914584, 0, 67518490, 0, 61440040, 576922, 73400320, 4352, 65011712, 4096, 62918298, 4257
82186752, 0, 0, 65011712, 5120, 61489178, 61280640, 0, 431104, 52433024, 5760, 609408
25, 0, 0, 4264, 29, 67539866, 3840, 611876, 37, 34, 52428830, 426016
0, 0, 413210, 507904, 67113344, 60817437, 26, 524288, 463104, 3200, 0, 589824
0, 58720256, 0, 589824, 0, 0, 0, 458789, 3224, 3495, 35, 65017246
557056, 3840, 39, 0, 54525980, 0, 0, 25, 0, 0, 0, 445595
58724608, 56623104, 59264000, 0, 524333, 0, 32, 393249, 52838400, 60, 0, 0
426019, 3098, 52433152, 3584, 57134976, 409600, 0, 0, 409636, 426008, 4649, 4224
0, 0, 67108895, 3072, 0, 52428826, 0, 58720256, 0, 3968, 3584, 511104
32, 0, 0, 3200, 528896, 54530816, 4224, 0, 3456, 3456, 0, 98569984
67112576, 24, 0, 0, 0, 0, 0, 0, 50331648, 425984, 524324, 59211819
463385, 0, 34, 0, 0, 57396736, 96944128, 27, 0, 0, 0, 491557
0, 0, 41, 0, 458752, 496677, 0, 71303168, 67882496, 0, 56623104, 0
0, 60817408, 3968, 0, 557056, 53186048, 3200, 0, 54525952, 540672, 37, 71303168
458752, 22, 0, 50893210, 26, 3200, 393216, 0, 52428800, 430239, 62919168, 30
50331648, 770048, 527360, 3456, 458752, 27, 491520, 0, 409600, 29, 32, 60817438
0, 2944, 0, 3328, 3747, 71303201, 26, 0, 0, 0, 0, 56628608
97029120, 0, 644387, 67715072, 30, 3712, 3875, 609920, 56623104, 42, 59234845, 78266400
0, 0, 0, 0, 475167, 458781, 0, 3096, 78053376, 0, 62914560, 4608
573440, 71303199, 56623104, 3072, 0, 30, 54525984, 0, 0, 0, 3328, 0
0, 0, 0, 0, 475167, 458781, 0, 3096, 78053376, 0, 62914560, 4608
3200, 393216, 0, 0, 3584, 0, 71303168, 57038976, 0, 50970665, 31, 63324190
0, 0, 496640, 0, 3764, 67571743, 52433568, 37, 540672, 62918912, 39, 52892840
28, 393216, 0, 5120, 901120, 4128, 75501977, 0, 90819752, 475136, 86609826, 59379749
543744, 458779, 0, 625664, 69783335, 67108905, 0, 0, 0, 507904, 57036288, 52428800
0, 54525952, 0, 0, 0, 32, 69697561, 0, 0, 0, 495517, 0
50778240, 0, 50334720, 3584, 491520, 0, 0, 0, 24, 98566144, 540702, 655360
0, 53055744, 73842688, 65490211, 85983232, 3328, 67108891, 0, 50761600, 37, 73400346, 46
90181760, 0, 475136, 69206046, 0, 92279168, 34, 67572736, 0, 0, 0, 4352
3456, 50331675, 0, 0, 54525952, 0, 50745892, 0, 524288, 3328, 30, 458787
3968, 3072, 0, 3072, 0, 606208, 33, 0, 0, 429312, 557056, 39
0, 0, 0, 0, 61374464, 60821504, 527524, 0, 0, 52940800, 58720256, 0
3328, 52920320, 691712, 50331676, 33, 83889710, 561443, 0, 0, 32, 3712, 56626688
425984, 0, 4514, 54525952, 33, 0, 0, 75910272, 69926937, 0, 37, 73400353
0, 0, 0, 5376, 0, 0, 65011712, 0, 3712, 4480, 0, 5531
28, 3712, 0, 480804, 27, 3226, 3225, 0, 409600, 50331648, 3747, 561280
4096, 82296870, 0, 0, 67719424, 3840, 475162, 0, 27, 0, 37, 80248832
0, 26, 24, 0, 0, 0, 26, 393216, 0, 57184640, 0, 0
56999936, 3072, 58720256, 55066624, 113692160, 52953088, 4992, 409600, 0, 3200, 34, 524316
3200, 409600, 69206016, 475136, 3456, 35, 50331648, 26, 50778240, 6272, 475161, 0
0, 0, 31, 52822045, 557056, 52428800, 31, 425984, 0, 425984, 54525977, 60817435
0, 0, 54525952, 6272, 60821376, 57217690, 56623104, 409600, 56626432, 4352, 94377344, 442395
589824, 54525952, 0, 50331648, 65683456, 0, 3328, 397440, 0, 5157, 26, 59248896
31, 643456, 4096, 793247, 56623104, 55066624, 0, 0, 0, 53035008, 507904, 3613
4096, 589824, 3584, 884736, 0, 0, 80104704, 0, 28, 60820634, 67604224, 475136
88539136, 409633, 50839552, 31, 524315, 3200, 0, 0, 0, 0, 463232, 0
0, 60817408, 83886112, 0, 425984, 409643, 52428800, 0, 901120, 0, 0, 0
426011, 0, 25, 0, 5151, 393216, 76025984, 0, 67108896, 5248, 54530432, 507929
96468992, 60817440, 33, 0, 642335, 0, 32, 0, 30, 561183, 4096, 3617
0, 0, 0, 2976, 83886080, 67108864, 88080384, 0, 27, 409635, 69206016, 644127
0, 65011712, 0, 71308160, 73404416, 425984, 0, 3328, 54923939, 30, 98570368, 92274688
0, 26, 0, 0, 0, 0, 0, 0, 50331680, 71958528, 69206016, 73400347
88080384, 0, 0, 48, 540672, 54531237, 544896, 75497472, 3328, 4511, 36, 77599488
0, 0, 0, 56623104, 59166208, 524321, 73400320, 0, 393216, 39, 32, 62914560
54525952, 0, 57098276, 78205988, 86446115, 0, 101138464, 83886080, 561536, 0, 4480, 4774
3200, 0, 0, 0, 40, 33, 589851, 4123, 3456, 0, 0, 0
3102, 0, 0, 58720256, 69206016, 81788928, 675200, 4736, 0, 0, 3483, 442368
524288, 67108864, 52428836, 0, 73403809, 4096, 52428800, 396672, 67108864, 0, 3968, 0
0, 0, 0, 0, 79695872, 76021785, 75497500, 0, 3616, 92766235, 44, 69211426
71945728, 0, 0, 0, 65536026, 413985, 0, 3497, 3745, 0, 52428800, 3621
96468992, 48234496, 50331648, 69206016, 458752, 0, 0, 0, 0, 0, 0, 4608
0, 475136, 0, 0, 557056, 52428825, 4096, 50331648, 0, 0, 52428800, 92884352
77594624, 60820352, 577024, 4504, 0, 3739, 54525985, 65017763, 50331648, 524288, 67718528, 55050240
414119, 80101399, 53005472, 73993472, 412928, 52428828, 58720281, 790272, 26, 75501215, 4257, 67112483
3612, 56623104, 540697, 0, 82449053, 835584, 528256, 0, 26, 0, 0, 60820992
0, 3328, 0, 0, 67108864, 4480, 0, 3328, 3502, 55021621, 54956969, 511644
52432896, 659456, 475166, 88604702, 0, 35, 59162624, 0, 660608, 0, 0, 606208
0, 659225, 84410368, 32, 0, 67720093, 48, 69209371, 442395, 62914589, 60821376, 55005349
53100575, 0, 425984, 33, 0, 0, 65503232, 29, 655389, 609947, 34, 0
50331671, 0, 28, 48239542, 4096, 0, 77597824, 446115, 409600, 0, 57032704, 3328
0, 37, 511232, 0, 83889664, 78118912, 77594655, 50331648, 3584, 92799005, 44, 69211392
475164, 528000, 429312, 83886080, 71303196, 77598720, 5504, 56623104, 32, 671744, 524315, 71303203
0, 4608, 0, 24, 606234, 58720289, 69635456, 3072, 52428826, 0, 69209630, 0
69206016, 54525952, 62914560, 43, 53087776, 30, 32, 430208, 0, 676284, 48, 59166878
46, 73400320, 527384, 0, 31, 0, 0, 0, 52428800, 0, 0, 81788957
393216, 0, 50937856, 32, 62914560, 62914593, 67633178, 4519, 479232, 0, 430080, 58723840
67108864, 0, 56627072, 58720256, 86622242, 0, 90177536, 3200, 60817434, 692224, 822427, 478746
0, 3456, 50724892, 50987008, 0, 34, 0, 84430720, 50908160, 4352, 0, 61259806
65404955, 3354, 442368, 24, 0, 491520, 67108864, 0, 0, 59149440, 3740, 3968
56623104, 3072, 3456, 54525952, 0, 3200, 0, 3353, 3328, 3328, 50331648, 60820634
79695872, 0, 622592, 0, 557056, 447141, 69212288, 3328, 32, 414632, 4352, 56627745
0, 409624, 511232, 0, 4269, 34, 69210266, 3584, 524288, 24, 589868, 688164
0, 0, 29, 0, 0, 29, 0, 5376, 26, 60817408, 55017472, 4136
3200, 675200, 88604697, 59113472, 84344832, 3328, 414720, 52432936, 67783720, 0, 676096, 60817408
0, 3072, 589824, 58720256, 3615, 104857600, 25, 626176, 61341696, 67633181, 52428837, 84365568
35, 0, 52428825, 86425600, 3584, 67665920, 3456, 0, 442395, 65015296, 79696027, 412928
0, 5760, 393216, 4224, 0, 105664032, 69799711, 56623135, 81788928, 0, 3328, 3200
0, 0, 3997, 77594624, 96472742, 545920, 76024960, 429824, 71876608, 28, 3353, 655403
27, 0, 65454080, 0, 86540317, 3361, 0, 4480, 446080, 0, 54525952, 60817443
0, 0, 4096, 2971, 82362402, 0, 0, 0, 429855, 430080, 73400345, 557096
0, 0, 3328, 0, 5120, 56623104, 52432512, 540672, 0, 491545, 491520, 524320
3200, 52838400, 50724890, 0, 65486848, 69750912, 32, 426014, 67112320, 573440, 589860, 86642216
26, 409600, 54525989, 50335616, 30, 3584, 409600, 0, 0, 655360, 58720256, 0
0, 0, 0, 0, 0, 67108864, 26, 0, 0, 0, 73400320, 5120
60822272, 626048, 86622208, 57151133, 67108864, 56623104, 639024, 86458368, 52920320, 0, 60817408, 4096
557093, 26, 0, 32, 52432896, 57265825, 3480, 0, 0, 4480, 496128, 43
0, 540700, 69877760, 69206016, 34, 0, 3712, 425984, 63328000, 50921499, 62914560, 65781793
413696, 61292580, 79695641, 3840, 102766236, 46, 79691776, 0, 25, 32, 69206016, 4638
82460707, 0, 60820736, 3741, 69209728, 409600, 26, 540672, 40, 67108864, 4899, 625951
458780, 2944, 589824, 0, 52428800, 29, 409600, 106954752, 507934, 560512, 429184, 34
98566144, 30, 0, 26, 58724127, 58720256, 50860288, 512256, 0, 3584, 3968, 4352
540672, 0, 0, 0, 491545, 35, 85986304, 527744, 0, 0, 0, 3584
0, 0, 41, 0, 458752, 496677, 0, 71303168, 67882496, 0, 56623104, 0
71303168, 560384, 65011712, 69664768, 0, 3999, 0, 0, 25, 3328, 54525979, 557082
409628, 3485, 625792, 0, 67682304, 4381, 0, 0, 82395136, 606208, 60822016, 77594624
0, 23, 3328, 0, 0, 27, 589824, 54525952, 77594624, 5409, 3712, 3456
4255, 88084503, 0, 5248, 94371840, 61358080, 65011712, 62914560, 56623104, 4480, 0, 25
3200, 55038377, 3968, 0, 77594624, 622624, 0, 0, 26, 58724736, 0, 69210240
65470464, 475136, 78023808, 0, 429440, 0, 446627, 67539968, 0, 0, 69746688, 95027200
35, 50855936, 0, 495232, 0, 4123, 0, 27, 5248, 44, 3840, 54525952
28, 65470464, 544177, 60817408, 638976, 42, 65011712, 0, 55201443, 102764575, 28, 69210403
491544, 29, 393216, 50875264, 4096, 67108864, 78086144, 442368, 52969472, 0, 62914560, 4513
622592, 0, 429440, 3072, 677120, 409600, 0, 0, 0, 43, 4736, 4123
50809755, 0, 58720295, 3456, 65454113, 480544, 0, 71303168, 69783168, 0, 65011738, 409600
24, 0, 545408, 0, 107552170, 60821504, 3456, 3200, 3227, 0, 63307776, 67108864
67108864, 397952, 507904, 0, 0, 0, 30, 0, 0, 0, 82269216, 88084524
3328, 61280553, 50335616, 0, 77594624, 622626, 0, 0, 40, 56626176, 67108864, 59313792
88593703, 33, 0, 393216, 40, 54525952, 3968, 27, 77598848, 528799, 80221593, 704512
0, 58720281, 426009, 0, 0, 35, 0, 0, 393216, 50331694, 67600384, 495104
0, 0, 67638272, 0, 0, 0, 445594, 40, 62914560, 49, 5632, 69209513
0, 67682304, 32, 5278, 60821120, 3200, 84349993, 0, 400027, 80248861, 560384, 4480
31, 60820480, 626713, 491520, 54939547, 88083968, 67846172, 67108901, 83886080, 425984, 56628224, 0
0, 0, 425984, 0, 425984, 33, 0, 0, 0, 58723353, 71308032, 4902
56623104, 3072, 52953088, 3200, 58720256, 557086, 540718, 62914586, 4257, 54529536, 0, 54525952
396800, 60820352, 0, 34, 0, 0, 425984, 50331685, 88670208, 0, 41, 81792896
4512, 0, 67534872, 643490, 54525952, 0, 35, 0, 759296, 62918528, 445860, 62914560
25, 54528896, 0, 24, 84541488, 62914560, 85983262, 36, 52428830, 29, 60821539, 76058624
48234542, 73400320, 0, 0, 31, 3072, 0, 0, 0, 0, 0, 81788958
58720256, 0, 69209376, 61489152, 73400320, 409600, 4992, 425984, 75497472, 0, 32, 540701
52428800, 3712, 67633198, 0, 82316451, 819234, 69210535, 109051928, 0, 0, 77594624, 56623140
50331648, 527616, 393247, 0, 55115813, 58720296, 52428840, 5290, 50855963, 69750528, 577792, 88083840
65470464, 638976, 0, 50724864, 475136, 4352, 0, 589824, 3072, 55038371, 0, 69206016
0, 56623127, 50331648, 67108864, 557091, 0, 78303232, 0, 56623104, 41, 4736, 75501859
59375642, 0, 491520, 50331648, 58720284, 0, 81788928, 442397, 655387, 52923930, 475171, 58720283
475136, 674718, 25, 0, 0, 4122, 671744, 560768, 56623104, 78151680, 54525990, 52972701
24, 0, 545664, 0, 69648413, 4224, 54525952, 3328, 3968, 0, 50331688, 67108864
622592, 524288, 540700, 396315, 90673826, 475162, 458784, 50331648, 496128, 0, 38, 445858
54529408, 512384, 96469018, 65473920, 94371876, 3200, 56623104, 56623104, 0, 3609, 458778, 790177
69206016, 0, 557056, 446631, 0, 54525980, 4864, 0, 78004260, 56623104, 82267520, 429312
0, 3234, 0, 3712, 491545, 71745536, 0, 34, 495232, 741403, 38, 5120
409600, 8604, 48680448, 55119360, 96473121, 30, 62919845, 58724480, 0, 71303216, 94784925, 78223394
75501056, 48676890, 59277312, 409600, 55050266, 90832896, 413091, 74137634, 38, 445440, 442398, 524322
3488, 3225, 58720256, 491520, 0, 3490, 52428800, 409600, 65568768, 0, 5407, 38
0, 0, 3227, 65011712, 73403812, 425984, 0, 90816542, 393216, 540701, 54973602, 0
3328, 527744, 58724096, 3328, 57229312, 78086144, 0, 0, 53051417, 65736192, 77599104, 77594651
0, 3456, 0, 0, 0, 71994752, 65589406, 54525983, 79691776, 54525952, 0, 3200
67944448, 524288, 3328, 0, 606208, 73404544, 53018653, 3328, 0, 41, 60820736, 4352
0, 36, 511232, 0, 0, 0, 4480, 52428800, 3328, 425984, 0, 0
60822272, 593152, 86622208, 55054109, 0, 3200, 622639, 67584000, 52920320, 0, 62914560, 4096
3456, 50741248, 50331674, 0, 67633152, 67670272, 33, 442398, 60820992, 557056, 442407, 78253856
130023464, 3968, 62914585, 69206016, 52428800, 62914560, 0, 69615616, 478120, 27, 475136, 0
0, 37, 593152, 60817408, 52428800, 0, 4736, 57065472, 462720, 458752, 0, 0
33, 0, 0, 86425625, 58720288, 30, 54529152, 507937, 0, 507904, 54530944, 31
54525952, 0, 0, 0, 54529792, 92274716, 71303168, 0, 58720256, 0, 458752, 475136
0, 25, 671744, 475136, 88822828, 84328448, 5144, 55033856, 27, 0, 475136, 60817408
46, 73400320, 527384, 0, 31, 0, 0, 0, 52428800, 0, 0, 81788957
0, 4096, 57065472, 50334848, 65519616, 41, 60822528, 431744, 0, 30, 3584, 34
0, 94912536, 425984, 491520, 606208, 54935552, 4762, 4637, 90177536, 0, 524288, 75497472
0, 0, 393253, 67567616, 675489, 579072, 50806811, 3616, 37, 495264, 85983260, 3456
0, 4000, 0, 0, 425984, 80351260, 63509023, 3355, 69206016, 65503259, 442368, 0
507904, 0, 442401, 0, 524288, 0, 56623104, 540672, 32, 0, 67112320, 3200
52428800, 25, 495528, 524288, 73924646, 67502080, 76091549, 792100, 59129856, 0, 659865, 3617
0, 0, 527616, 0, 71307904, 71303168, 0, 0, 0, 0, 59277352, 65011712
0, 50331648, 0, 52428800, 430080, 59510144, 409600, 3200, 26, 4000, 0, 27
50334848, 442368, 0, 3072, 101224348, 29, 67698688, 3456, 0, 479266, 75500826, 3456
409656, 96468992, 561179, 27, 86425600, 0, 62914560, 3584, 50757659, 461856, 69206016, 3739
5248, 0, 77594624, 0, 0, 67518495, 0, 0, 67977248, 76005376, 442408, 67621165
77594624, 58720256, 577560, 4504, 0, 3867, 54525985, 75503526, 0, 524288, 67587840, 524288
3712, 57035929, 27, 0, 57196576, 3104, 0, 62914560, 495004, 58720305, 524322, 3584
27, 409636, 65014912, 24, 69828640, 412800, 4608, 0, 409600, 56623129, 59211803, 67518464
589852, 573440, 33, 429056, 106954752, 3456, 58720256, 429568, 52428800, 0, 56623104, 5404
0, 0, 0, 79691807, 4395, 442368, 69206016, 0, 25, 0, 480425, 88608032
0, 3200, 3328, 0, 0, 55135360, 0, 430504, 96993310, 0, 3968, 0
0, 3584, 4352, 0, 35, 0, 557056, 33, 524288, 609436, 0, 578077
25, 4224, 0, 0, 491568, 0, 3584, 0, 0, 27, 4127, 83886080
393216, 5376, 0, 28, 67633179, 54525984, 35, 0, 576896, 27, 42, 88080409
50790424, 0, 0, 50910080, 0, 0, 0, 573440, 0, 0, 0, 6042
62918016, 63488000, 393240, 458752, 3584, 0, 69653888, 3328, 413440, 0, 37, 71306880
69206016, 50331648, 63491456, 671744, 0, 524327, 393216, 0, 0, 56626464, 0, 4096
561536, 3096, 393216, 644224, 55017472, 60820608, 0, 622592, 0, 3744, 52428832, 409632
48234527, 25, 655360, 3104, 496682, 4096, 0, 3200, 0, 5023, 589824, 524327
33, 50335772, 56627584, 62918400, 0, 528896, 3491, 0, 557056, 54525982, 0, 0
33, 0, 0, 86425625, 58720287, 30, 50334848, 507940, 0, 524288, 54530944, 32
562176, 0, 0, 4096, 4510, 69632040, 3355, 557056, 103202841, 0, 0, 69211040
0, 3840, 0, 69209728, 3865, 0, 77597978, 73400355, 0, 0, 40, 39
67108864, 65568768, 105398272, 0, 512923, 491520, 4248, 52953116, 5162, 524318, 25, 56623104
393260, 32, 5376, 3968, 90980352, 0, 90849280, 478336, 789760, 56623131, 33, 52432896
25, 3351, 58720256, 81792414, 69733632, 73400320, 0, 52433321, 27, 52428800, 3584, 58723584
4096, 463529, 59277312, 655360, 622592, 73403776, 5120, 0, 71303210, 39, 104857600, 60817445
67113984, 54528896, 3072, 54525952, 0, 3200, 0, 3328, 67108864, 3840, 77598492, 54525978
0, 0, 0, 0, 52428800, 0, 84381568, 409600, 59293696, 50331648, 35, 117870592
32, 0, 0, 0, 73400349, 0, 725120, 77594624, 65017121, 77598622, 393245, 495744
0, 85986716, 688128, 0, 54530203, 69751040, 67108890, 67108864, 0, 0, 4253, 71303168
0, 0, 393216, 442368, 0, 90177536, 0, 3072, 0, 0, 58720256, 524328
0, 393239, 0, 61210651, 71308828, 0, 59113472, 527488, 0, 429952, 32, 73400354
0, 50337024, 52431906, 52433024, 84463776, 0, 512544, 0, 67112192, 0, 3363, 524288
3200, 71306624, 540672, 0, 0, 84295680, 80285824, 52428825, 52428800, 0, 3235, 75497472
524288, 26, 0, 0, 0, 448640, 30, 60822817, 3488, 414080, 69206016, 33
52428829, 73793536, 0, 56626337, 65011742, 65552419, 0, 36, 655392, 103272224, 58723998, 3357
0, 3328, 0, 4736, 545280, 0, 69209245, 0, 3840, 71307392, 0, 3614
67654450, 58720288, 0, 0, 32, 69209769, 53153179, 425984, 442368, 5632, 3483, 578718
88575516, 0, 29, 4608, 79691776, 414208, 67735833, 67112192, 58720285, 3584, 80253595, 573440
50335616, 52428800, 0, 53018624, 53022208, 90570794, 58723584, 0, 60817408, 0, 52907136, 69799200
409600, 0, 0, 393216, 38, 84410368, 73924608, 29, 0, 0, 557081, 67637289
52969472, 589824, 0, 0, 73404442, 36, 0, 0, 4352, 34, 0, 0
0, 0, 475136, 44, 0, 475136, 0, 3072, 397727, 96468992, 25, 80216104
0, 0, 0, 67113728, 35, 3098, 71307947, 0, 540707, 58724864, 69636520, 4763
69206046, 59395095, 65014912, 770092, 576674, 69206016, 528424, 3328, 409600, 59211807, 52428800, 83890730
0, 3099, 54525980, 96469023, 52989341, 561280, 58723584, 0, 52433152, 527360, 3111, 61395497
69845017, 0, 445696, 24, 55197696, 0, 50331648, 0, 33, 3225, 3228, 73405056
409600, 32, 0, 0, 65014942, 790144, 458752, 3200, 30, 442368, 0, 75502720
82460707, 0, 60817408, 3997, 69209728, 409600, 0, 589824, 35, 69206016, 81794211, 544287
59424801, 0, 589824, 101154854, 429220, 0, 0, 655360, 0, 606239, 60821799, 524320
0, 409600, 50728192, 73400349, 63394218, 4266, 56623104, 658978, 0, 29, 0, 71303168
0, 0, 0, 0, 0, 0, 393257, 5632, 52428800, 0, 0, 83886080
0, 0, 3200, 0, 59297920, 29, 67113763, 0, 3840, 511909, 67112109, 69849762
0, 0, 540672, 0, 576640, 42, 0, 393216, 414464, 0, 34, 3328
396928, 58723328, 0, 3233, 0, 0, 425984, 50331686, 76087296, 0, 40, 83889536
75497472, 58720256, 3584, 3840, 3228, 29, 4864, 50888731, 5150, 413312, 0, 75497498
4224, 0, 82349723, 31, 0, 67600384, 92279680, 58725632, 60817408, 573440, 85986432, 37
69206016, 48234496, 0, 0, 33, 479744, 4736, 63422464, 589851, 0, 69, 73990144
393216, 458752, 0, 0, 475136, 412703, 0, 593024, 96862208, 0, 442398, 82427904
48234496, 4224, 63422464, 61243392, 3584, 61276160, 393216, 0, 0, 75501568, 67108864, 60817408
52854784, 71745566, 464256, 0, 69206016, 25, 54529920, 4096, 0, 52432285, 55132186, 54525952
0, 0, 0, 0, 83886111, 507941, 0, 50331648, 0, 3712, 32, 0
0, 25, 61263140, 540705, 491520, 85987361, 540702, 0, 495104, 77599104, 41, 98570368
3226, 0, 0, 23, 54525993, 0, 409600, 0, 0, 495744, 0, 4641
5888, 462080, 491546, 0, 540672, 62914588, 0, 88084004, 71718912, 27, 33, 524288
40, 0, 0, 84328448, 33, 753664, 0, 442368, 80134187, 57299968, 462464, 69210402
507944, 71981056, 65015296, 57297953, 67534848, 0, 442398, 71700008, 458752, 528153, 3840, 0
69848704, 0, 0, 71303168, 65601563, 52433187, 0, 3497, 3872, 3072, 52428800, 3750
0, 606208, 0, 475162, 69206016, 0, 69206043, 0, 62914560, 28, 77594624, 27
0, 50331648, 0, 0, 462464, 63573632, 96933530, 0, 0, 56627200, 0, 32
561152, 442368, 3328, 0, 78151714, 75497499, 52428800, 26, 69206016, 540672, 76091648, 69210624
0, 0, 58720256, 39, 0, 3328, 52428800, 65011738, 540672, 0, 528170, 76038173
655360, 414464, 52428800, 393241, 0, 6272, 432256, 0, 30, 0, 53100544, 0
0, 692250, 39, 76021760, 56627328, 3751, 71303168, 0, 0, 26, 540672, 528928
0, 0, 41, 73809920, 0, 28, 0, 3840, 71307648, 0, 0, 5921
63471616, 514304, 544939, 63525632, 56623139, 0, 3615, 445472, 59310112, 60821798, 409600, 4480
54525952, 50331648, 69209378, 24, 458752, 62914590, 462245, 0, 26, 741914, 708776, 43
0, 50774016, 0, 0, 0, 78168064, 0, 589855, 0, 6300, 0, 442368
0, 3712, 24, 0, 88752160, 576696, 0, 3712, 4224, 0, 0, 79691776
62919296, 0, 0, 69730304, 0, 0, 0, 54525979, 80171776, 0, 557082, 58720256
67108864, 0, 446491, 0, 71303168, 69206016, 0, 59211776, 409600, 49, 442402, 0
69210138, 3584, 0, 62914560, 0, 540672, 58724769, 0, 0, 512128, 34, 5036
529152, 54525952, 0, 0, 425984, 0, 29, 4992, 527488, 0, 0, 61263272
0, 475136, 0, 0, 0, 54525952, 0, 52428800, 52428800, 4096, 0, 86495390
655360, 54939648, 3328, 0, 0, 57163776, 425984, 69210392, 71303197, 61358106, 71942144, 573440
3229, 3200, 52428800, 573440, 54525952, 3840, 61341696, 0, 0, 0, 462720, 25
3328, 32, 26, 0, 65443227, 393216, 540701, 5888, 0, 0, 4096, 0
0, 0, 58720284, 0, 73863680, 3456, 573440, 52838400, 58720256, 409600, 0, 67108864
475136, 0, 0, 0, 28, 54530330, 671744, 560768, 56623104, 52985856, 38, 55071262
